extraction_result_id,canonical_payload_id,root_event_id,linkage_basis
EXTEXTRACT-28cf521b8880161a0ec5da01,EXTPAYLOAD-baed3db58f6a7cff828a88a4,,readiness_preserved_lineage
EXTEXTRACT-28cf521b8880161a0ec5da01,EXTPAYLOAD-baed3db58f6a7cff828a88a4,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-aabe39904b3bce43c47a44fb,EXTPAYLOAD-baf02b9c30d1815c27dc16e2,,readiness_preserved_lineage
EXTEXTRACT-d1e8e203127b2bec147d42bd,EXTPAYLOAD-baf0a2469cd3ea00dd2ceaf4,,readiness_preserved_lineage
EXTEXTRACT-d1e8e203127b2bec147d42bd,EXTPAYLOAD-baf0a2469cd3ea00dd2ceaf4,,readiness_preserved_lineage
