duplicate_candidate_id,canonical_candidate_id,duplicate_basis,duplicate_wave,confidence,raw_target_id
RESCAND-4da3e3fd2e36402afd1d8320,EXTCAND-962bb8440726d3865d91ce7f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-abe2e405ac00cdf55b0d39f7,RESCAND-2ca5d976b5a7b399bc5a2921,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-bade6d554233469752267e57,EXTCAND-1186b9a664cfe43a1ba60f72,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-94b99111ed16dc4de244da2b,RESCAND-82114935cbdbe31fc15d6960,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-b16b30f1ce5c59afee1607b4,RESCAND-d5eecb66d1b4977a5f40db62,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-bc2e79be603ea1b17aea5799,RESCAND-b930ecbf60ccc59b3bb0e35b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-3d3bd44b130613024aab2d81,RESCAND-3d3bd44b130613024aab2d81,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-fff79b888edd5075ccdc73b7,RESCAND-fff79b888edd5075ccdc73b7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-1581dbf5f874f1fe47e88415,RESCAND-1581dbf5f874f1fe47e88415,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-2d82683bc08a29348437aa8c
RESCAND-1b8a2d023c04388889d534e0,EXTCAND-0d666c323ee5c32ae67d8a60,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-492bd7e42ba30f2b6ecdad36,EXTCAND-56da70d242804b9bd39918d1,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-80f28ebc35e084b481173255,EXTCAND-c44ada09968b00d5eb63d464,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-ebcf7409c957b85a0c1b122d,RESCAND-0b341054e2d9751774d46040,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-db69ea66358071cdd91ee995,RESCAND-58bcb39479cb91c24e735328,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-f4034beb6ddbd8b61937fade,EXTCAND-adfebd157eacd530e547b511,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-2b1465ffbbae436aa65ead5a,EXTCAND-0f26a6aabc7ccb37775e017d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-8c9154300bd2fcd29dee03df,EXTCAND-f66b477c3d45a7d509b6b39b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-05a8408607924ac86e768865,EXTCAND-05b1f6cac6975818ef5e9253,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-1b8a2d023c04388889d534e0,EXTCAND-0d666c323ee5c32ae67d8a60,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-80f28ebc35e084b481173255,EXTCAND-c44ada09968b00d5eb63d464,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-05a8408607924ac86e768865,EXTCAND-05b1f6cac6975818ef5e9253,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-8c9154300bd2fcd29dee03df,EXTCAND-f66b477c3d45a7d509b6b39b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-96e851ea57aacb1a1741f007
RESCAND-90711c434611693089dbed2c,RESCAND-6e84ba518cba728257a8c1f3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-97603e40967d0e24dbc3d018,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-ed8a1c824e3a5e58157e50c7,EXTCAND-86df4d25635410a30f5b2759,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-4866c668a80f19474ac85a84,EXTCAND-1e66eaa6a0d91672d40ea131,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-2a92fd9e5c33ca97d31ba4d3,EXTCAND-11cddf563859e3996caab08b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-0270ce28e1574004189517c6,RESCAND-5084af646b75eb07c7cc99a4,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-bea34746db8288e9a580996b,RESCAND-b4c41b0ce1d40ad4337c1059,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-6a557afa13d19868e166a438,RESCAND-3f1d2dec840483eb10dd3cd6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-e730c2e688d1e62fe3ce0234,RESCAND-716631582929ee800ab3bbf9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-26ccf3b1de44a1a16b393b38,RESCAND-5748fdef0a4d382a76512884,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-dcaa4c99caf12231d708d772,EXTCAND-3aec66c1e8e8920b6038ff01,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-5bd6b42cba494e15da8ba07b,RESCAND-1b02d25baa37fa3fc523b2ca,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-c383a8d750eed0a53d9004f1,RESCAND-71cacada469d7186193570e7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-a2a157064c56eb2bedb0a5ff,EXTCAND-94cfa6694501d7e182c2d9a4,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-f089c854c8936e62253fe5e0,EXTCAND-69cbbdcfc3093cc67da7aab8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-f7562479baf6ec30e8c695f9,EXTCAND-6fb42f2e5bc2ae157c553478,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-0577fd22009482d0bf4a32f6,RESCAND-c562ba440afb83de74cbeed1,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-90711c434611693089dbed2c,RESCAND-6e84ba518cba728257a8c1f3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-e730c2e688d1e62fe3ce0234,RESCAND-716631582929ee800ab3bbf9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-24f3f313656ee5a65e2fec81,RESCAND-24f3f313656ee5a65e2fec81,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-97603e40967d0e24dbc3d018,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-ed8a1c824e3a5e58157e50c7,EXTCAND-86df4d25635410a30f5b2759,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-2a92fd9e5c33ca97d31ba4d3,EXTCAND-11cddf563859e3996caab08b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-26ccf3b1de44a1a16b393b38,RESCAND-5748fdef0a4d382a76512884,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-75fe828ba5c24089dd99dab7
RESCAND-7a905ba24feb25b51ec4ce2a,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-c21355f43118bd79f43914f1,RESCAND-5819d2d39b8ca091e549d78a,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-4643ba230c7e917627476f23,EXTCAND-1e66eaa6a0d91672d40ea131,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-716631582929ee800ab3bbf9,RESCAND-716631582929ee800ab3bbf9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-6e84ba518cba728257a8c1f3,RESCAND-6e84ba518cba728257a8c1f3,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-e5fc6815a7064b34d3ccd9cf,RESCAND-71cacada469d7186193570e7,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-408460b552ea2f69e6e8cdfe,RESCAND-6fe82160d462338928cde17d,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-65cae30f6604f470bebb7499,RESCAND-a5a2fd08c24f880f05a2faee,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-22044616e82df3a21ffd3afd,RESCAND-603c051849bde1ae28108590,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-ffccaa8a7e62de6f459f82de,RESCAND-031e27288c3aa532f28aa857,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-64bfe2aa2c35dbe53bb3d312,EXTCAND-efeba4583add27eb0a995c7f,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-d0eb40080f8f6638e9479445,EXTCAND-0d9760cfc7daa003f123b492,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-e10ab657733ab2e930d93daf,EXTCAND-c6c2b94638cd076bd00c3eea,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-1fb20e42398ecb8fecfea929,RESCAND-b51824e45cef52ece75feb81,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-ffccaa8a7e62de6f459f82de,RESCAND-031e27288c3aa532f28aa857,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-ea98262ad1394c63b51f9b57,RESCAND-ea98262ad1394c63b51f9b57,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-716631582929ee800ab3bbf9,RESCAND-716631582929ee800ab3bbf9,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-7a905ba24feb25b51ec4ce2a,EXTCAND-2a1608c1565c297c8e5801b8,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-dad28e95aee300f2d1554f68,RESCAND-dad28e95aee300f2d1554f68,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-a0f67f86c2695679630bb563
RESCAND-ddb197edd964ea9982bbb19f,RESCAND-1edd757633a7b4ea14dc809e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-e75e325b979a8fd1a357bb91,EXTCAND-06b3e1bc349caed87ed93c18,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-b6b160e287ef9fa4c5b5d393,RESCAND-4a9940fa91c43719936a2214,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-8aea82f6111a46953f2b8db8,RESCAND-5b0969405e271f67c8403039,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-3cc0cfda7a8cd692741c3f6d,EXTCAND-9f0a24e3b933ee27bc5cedbc,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-af039da243a8d50852937b76,EXTCAND-c8a57a3c1d41c29361e6e36b,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-25398b2d22f55f9812f8076f,RESCAND-50dcca520ec5c5d69d2c97cc,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-017eae284d8836742010e4f6,EXTCAND-1a9e6f7e4489f81248e8e32d,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-2c17d38d8618562bec54e63a,RESCAND-2a2ba43ae54c363a36c70105,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-d4a99138e759398cbdfe8288,RESCAND-f7261ac81273229541a080cf,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-3c9c90c2e107fce53a473b30,RESCAND-ca64beae81a8e46e5170577e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-f46d35c08e5dad9a0e595ed0,RESCAND-8ad0c45bee66e6809d30d5b6,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-6f958f5af93f1b52367a4feb,RESCAND-7ece36e2fdb3d61a6af6d3ee,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-ddb197edd964ea9982bbb19f,RESCAND-1edd757633a7b4ea14dc809e,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-53c703680e993406d5a0cb44,RESCAND-53c703680e993406d5a0cb44,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-537483cb44da8a32ef02ba94
RESCAND-eed8738dcdcb7b8ff0b4a391,EXTCAND-f642c893673d04cf33b52989,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-fa05a407664086a34360d103,RESCAND-1c0fd5d212a08f5e209cc91b,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-2203335dc78d7e9318d886de,EXTCAND-41e5c54da619f6329451e8c0,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-9dc09d0940702336ec81b59d,RESCAND-6c935635922c8a185b8cfd10,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-e0470e0d4862ecc87e924b6c,EXTCAND-087360393fa540b0294df278,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-a43134df6f84aed611a4b7f6,EXTCAND-c58833af143eeda44e21f6c9,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-5121eb6f5281090a30ea2858,RESCAND-ef853fbbaed7d631a4532608,same canonical URL and normalized title within wave 2,external_search_wave_002_exhaustive_residual,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-0a7dd68efdc13009b4b9e34c,EXTCAND-5ad223cd87cea0c22b0440a2,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-0e091f290b0a6ecaabfd0ac2,EXTCAND-1d737dc4adf3af6c7b16062e,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
RESCAND-62de576e793e352391df9ea3,EXTCAND-98e20ced0a42b0efc858d131,same canonical URL and normalized title across wave 1 and wave 2,external_search_wave_001_compacted,high,EXTTARGET-909950633e58e5cd7dfaeaca
